,id,frac
1450,WOS:A1978FT06100054,10.923076923076923
1451,WOS:A1978FF05900064,10.916666666666666
1452,WOS:A1978FK70400012,10.909090909090908
1453,WOS:A1978EX18300539,10.857142857142858
1454,WOS:A1978ES92300005,10.857142857142858
1455,WOS:A1978FX85700007,10.842105263157896
1456,WOS:A1978FB94300049,10.80952380952381
1457,WOS:A1978EL81600010,10.8
1458,WOS:A1978EJ90000016,10.8
1459,WOS:A1978EL14800006,10.8
1460,WOS:A1978EL18500265,10.8
1461,WOS:A1978FS19400002,10.8
1462,WOS:A1978ER59000794,10.75
1463,WOS:A1978FS01600006,10.75
1464,WOS:A1978EV54100044,10.6875
1465,WOS:A1978FY61700066,10.666666666666666
1466,WOS:A1978EL18500109,10.666666666666666
1467,WOS:A1978FG71500009,10.666666666666666
1468,WOS:A1978FQ93700156,10.666666666666666
1469,WOS:A1978EG87700034,10.666666666666666
1470,WOS:A1978FP06000008,10.666666666666666
1471,WOS:A1978ES17300007,10.666666666666666
1472,WOS:A1978EP04700944,10.666666666666666
1473,WOS:A1978EW77400034,10.666666666666666
1474,WOS:A1978ER10500120,10.666666666666666
1475,WOS:A1978FV54600263,10.666666666666666
1476,WOS:A1978FB92500003,10.64
1477,WOS:A1978FL31100003,10.625
1478,WOS:A1978EV72700008,10.6
1479,WOS:A1978FE24300015,10.6
1480,WOS:A1978ET47800023,10.6
1481,WOS:A1978EL18500292,10.6
1482,WOS:A1978EZ98600150,10.571428571428571
1483,WOS:A1978EY15900050,10.571428571428571
1484,WOS:A1978FM72500020,10.51923076923077
1485,WOS:A1978FN47000017,10.5
1486,WOS:A1978EP04701077,10.5
1487,WOS:A1978FR51900141,10.5
1488,WOS:A1978ES45403174,10.5
1489,WOS:A1978EX95400008,10.5
1490,WOS:A1978EX21600008,10.5
1491,WOS:A1978EK79000002,10.5
1492,WOS:A1978FA80200036,10.5
1493,WOS:A1978FD17700063,10.5
1494,WOS:A1978EQ55100015,10.5
1495,WOS:A1978ET05000160,10.5
1496,WOS:A1978EY72300028,10.5
1497,WOS:A1978FU59000003,10.5
1498,WOS:A1978EW03000070,10.5
1499,WOS:A1978FQ44300020,10.5
1500,WOS:A1978ET55100025,10.5
1501,WOS:A1978FQ27400005,10.5
1502,WOS:A1978FH78000026,10.5
1503,WOS:A1978EJ97700026,10.5
1504,WOS:A1978ES45401398,10.5
1505,WOS:A1978ES45401087,10.5
1506,WOS:A1978ET61900027,10.5
1507,WOS:A1978EX59100017,10.5
1508,WOS:A1978EP04700866,10.5
1509,WOS:A1978ET59200024,10.5
1510,WOS:A1978EL18500235,10.5
1511,WOS:A1978ET25900011,10.5
1512,WOS:A1978FM21300008,10.5
1513,WOS:A1978ES53400001,10.5
1514,WOS:A1978FK25900017,10.5
1515,WOS:A1978EN04000018,10.476190476190476
1516,WOS:A1978EW63400029,10.434782608695652
1517,WOS:A1978EQ85600058,10.411764705882353
1518,WOS:A1978EU13800002,10.4
1519,WOS:A1978EL84500002,10.4
1520,WOS:A1978FA57000024,10.4
1521,WOS:A1978ER59000010,10.333333333333334
1522,WOS:A1978EG86500006,10.333333333333334
1523,WOS:A1978FJ55000007,10.333333333333334
1524,WOS:A1978FS22500012,10.333333333333334
1525,WOS:A1978ES36300012,10.333333333333334
1526,WOS:A1978FE31200007,10.333333333333334
1527,WOS:A1978FQ93100001,10.333333333333334
1528,WOS:A1978FU05200054,10.333333333333334
1529,WOS:A1978EX82300097,10.333333333333334
1530,WOS:A1978EW20400020,10.333333333333334
1531,WOS:A1978FD44800008,10.333333333333334
1532,WOS:A1978FJ89000037,10.333333333333334
1533,WOS:A1978FP35300008,10.333333333333334
1534,WOS:A1978ER55800008,10.333333333333334
1535,WOS:A1978FE08200009,10.333333333333334
1536,WOS:A1978FQ93700101,10.333333333333334
1537,WOS:A1978EY67400052,10.333333333333334
1538,WOS:A1978ES78900050,10.333333333333334
1539,WOS:A1978EW61900004,10.333333333333334
1540,WOS:A1978EV95600014,10.333333333333334
1541,WOS:A1978ES45403657,10.333333333333334
1542,WOS:A1978EH33200028,10.318181818181818
1543,WOS:A1978FN26200014,10.307692307692308
1544,WOS:A1978EM83600028,10.303030303030303
1545,WOS:A1978FV25000009,10.285714285714286
1546,WOS:A1978EW51300014,10.285714285714286
1547,WOS:A1978EK60500008,10.285714285714286
1548,WOS:A1978FT56400017,10.285714285714286
1549,WOS:A1978EQ67700073,10.25
1550,WOS:A1978FK70400054,10.25
1551,WOS:A1978EM45000019,10.25
1552,WOS:A1978GD23200035,10.25
1553,WOS:A1978EW89300039,10.25
1554,WOS:A1978EG35900012,10.25
1555,WOS:A1978EH82100013,10.25
1556,WOS:A1978EQ99300010,10.25
1557,WOS:A1978EF87900012,10.25
1558,WOS:A1978FW01900005,10.25
1559,WOS:A1978ES27100004,10.25
1560,WOS:A1978ER41600001,10.25
1561,WOS:A1978ET02800029,10.23076923076923
1562,WOS:A1978EZ79700005,10.222222222222221
1563,WOS:A1978FA89800015,10.2
1564,WOS:A1978FE40200012,10.2
1565,WOS:A1978EY72300043,10.2
1566,WOS:A1978FD69500017,10.2
1567,WOS:A1978EX28700012,10.2
1568,WOS:A1978EX28700015,10.2
1569,WOS:A1978FK81700014,10.2
1570,WOS:A1978EN04000019,10.178571428571429
1571,WOS:A1978EZ64500011,10.176470588235293
1572,WOS:A1978EZ98000019,10.166666666666666
1573,WOS:A1978EU13800003,10.166666666666666
1574,WOS:A1978ER10500509,10.142857142857142
1575,WOS:A1978FA76400024,10.14
1576,WOS:A1978EZ86800021,10.125
1577,WOS:A1978FA07700047,10.11111111111111
1578,WOS:A1978EM20400010,10.105263157894736
1579,WOS:A1978ER65800061,10.1
1580,WOS:A1978FJ84900025,10.035714285714286
1581,WOS:A1978EQ77900041,10.035294117647059
1582,WOS:A1978ED19800066,10.0
1583,WOS:A1978ET45300818,10.0
1584,WOS:A1978EF37300019,10.0
1585,WOS:A1978FH51700533,10.0
1586,WOS:A1978FR48200004,10.0
1587,WOS:A1978EL02600007,10.0
1588,WOS:A1978FK22700016,10.0
1589,WOS:A1978FV54600660,10.0
1590,WOS:A1978EV23600005,10.0
1591,WOS:A1978GE04800037,10.0
1592,WOS:A1978EG45500147,10.0
1593,WOS:A1978FH09200141,10.0
1594,WOS:A1978FA50200004,10.0
1595,WOS:A1978EU94600067,10.0
1596,WOS:A1978EU65700012,10.0
1597,WOS:A1978FE63600098,10.0
1598,WOS:A1978EV88200009,10.0
1599,WOS:A1978ES90800011,10.0
1600,WOS:A1978FA36800002,10.0
1601,WOS:A1978FL51900195,10.0
1602,WOS:A1978ET45300164,10.0
1603,WOS:A1978EX18302930,10.0
1604,WOS:A1978ES45402061,10.0
1605,WOS:A1978EW16900001,10.0
1606,WOS:A1978FM31700009,10.0
1607,WOS:A1978EV40300003,10.0
1608,WOS:A1978FG18200001,10.0
1609,WOS:A1978GQ33100040,10.0
1610,WOS:A1978ES45500004,10.0
1611,WOS:A1978EW93100012,10.0
1612,WOS:A1978FZ13300018,10.0
1613,WOS:A1978EK54000023,10.0
1614,WOS:A1978ER10500175,10.0
1615,WOS:A1978EN23300045,10.0
1616,WOS:A1978FM09400007,10.0
1617,WOS:A1978EU98300026,10.0
1618,WOS:A1978FH51700168,10.0
1619,WOS:A1978FD79200008,10.0
1620,WOS:A1978EX82300114,10.0
1621,WOS:A1978EH49800005,10.0
1622,WOS:A1978FV54600013,10.0
1623,WOS:A1978ES73600061,10.0
1624,WOS:A1978EX18302201,10.0
1625,WOS:A1978ES70800925,10.0
1626,WOS:A1978EV60900026,10.0
1627,WOS:A1978FN03500051,10.0
1628,WOS:A1978FU98000053,10.0
1629,WOS:A1978ES45400130,10.0
1630,WOS:A1978EV17800051,10.0
1631,WOS:A1978FS22201434,10.0
1632,WOS:A1978FH09200056,10.0
1633,WOS:A1978EU89400544,10.0
1634,WOS:A1978EP83300013,10.0
1635,WOS:A1978FS22201333,10.0
1636,WOS:A1978EF72500016,10.0
1637,WOS:A1978ES45402979,10.0
1638,WOS:A1978EV99100008,10.0
1639,WOS:A1978EY54100030,10.0
1640,WOS:A1978FA11600123,10.0
1641,WOS:A1978EX18300310,10.0
1642,WOS:A1978FC18800027,10.0
1643,WOS:A1978ET45300789,10.0
1644,WOS:A1978ES45403360,10.0
1645,WOS:A1978EG93500003,10.0
1646,WOS:A1978EV17800047,10.0
1647,WOS:A1978FJ73800060,10.0
1648,WOS:A1978GN32100058,10.0
1649,WOS:A1978FW65100057,10.0
1650,WOS:A1978ER41400029,10.0
1651,WOS:A1978EU53700016,10.0
1652,WOS:A1978ES45400690,10.0
1653,WOS:A1978EV49800017,10.0
1654,WOS:A1978FR61400014,10.0
1655,WOS:A1978FJ23000010,10.0
1656,WOS:A1977EJ55800007,10.0
1657,WOS:A1978EX82300279,10.0
1658,WOS:A1978EU89401287,10.0
1659,WOS:A1978EV11700765,10.0
1660,WOS:A1978ES70800595,10.0
1661,WOS:A1978EN07800031,10.0
1662,WOS:A1978EZ99900172,10.0
1663,WOS:A1978EV97400454,10.0
1664,WOS:A1978EU89400407,10.0
1665,WOS:A1978EW93600002,10.0
1666,WOS:A1978FL46900033,10.0
1667,WOS:A1978FL66600019,10.0
1668,WOS:A1978FV45400920,10.0
1669,WOS:A1978ES70801293,10.0
1670,WOS:A1978ER41100043,10.0
1671,WOS:A1978FS89400012,10.0
1672,WOS:A1978FJ24800064,10.0
1673,WOS:A1978EG60900006,10.0
1674,WOS:A1978ES70801181,10.0
1675,WOS:A1978EV51900062,10.0
1676,WOS:A1978FN03100016,10.0
1677,WOS:A1978FN82700072,10.0
1678,WOS:A1978FM52900007,10.0
1679,WOS:A1978FS22200260,10.0
1680,WOS:A1978EX18301763,10.0
1681,WOS:A1978EW03000064,10.0
1682,WOS:A1978EX18300271,10.0
1683,WOS:A1978EZ98600104,10.0
1684,WOS:A1978EY84900027,10.0
1685,WOS:A1978ER92800022,10.0
1686,WOS:A1978ET45300768,10.0
1687,WOS:A1978FH25100012,10.0
1688,WOS:A1978EZ98600099,10.0
1689,WOS:A1978FK49100023,10.0
1690,WOS:A1978EZ13700667,10.0
1691,WOS:A1978ES71400022,10.0
1692,WOS:A1978ES45401543,10.0
1693,WOS:A1978FQ89200142,10.0
1694,WOS:A1978EW60300008,10.0
1695,WOS:A1978FE83500004,10.0
1696,WOS:A1978ET31500036,10.0
1697,WOS:A1978EV11700116,10.0
1698,WOS:A1978ES70800879,10.0
1699,WOS:A1978EJ55100063,10.0
1700,WOS:A1978EP04701095,10.0
1701,WOS:A1978FC13100008,10.0
1702,WOS:A1978EY96500037,10.0
1703,WOS:A1978FT10000004,10.0
1704,WOS:A1978ER10500047,10.0
1705,WOS:A1978EV40300346,10.0
1706,WOS:A1978EW53100005,10.0
1707,WOS:A1978EZ62300003,10.0
1708,WOS:A1978EV11701231,10.0
1709,WOS:A1978FJ24800072,10.0
1710,WOS:A1978FS22201204,10.0
1711,WOS:A1978ET05000015,10.0
1712,WOS:A1978FN10900031,10.0
1713,WOS:A1978FP68000030,10.0
1714,WOS:A1978EZ71000013,10.0
1715,WOS:A1978ES39400009,10.0
1716,WOS:A1978EP04700475,10.0
1717,WOS:A1978FE05500019,10.0
1718,WOS:A1978EG81500359,10.0
1719,WOS:A1978ES38400103,10.0
1720,WOS:A1978EF87900042,10.0
1721,WOS:A1978FF97400011,10.0
1722,WOS:A1978EG75400015,10.0
1723,WOS:A1978EU84900047,10.0
1724,WOS:A1978EG54700004,10.0
1725,WOS:A1978FJ18600001,10.0
1726,WOS:A1978EV40300344,10.0
1727,WOS:A1978EX18303096,10.0
1728,WOS:A1978FQ52800115,10.0
1729,WOS:A1978FP55600050,10.0
1730,WOS:A1978ES45400430,10.0
1731,WOS:A1978ES45402070,10.0
1732,WOS:A1978FQ93700322,10.0
1733,WOS:A1978FK52700020,10.0
1734,WOS:A1978EU89401712,10.0
1735,WOS:A1978FZ96400034,10.0
1736,WOS:A1978FL28200005,10.0
1737,WOS:A1978ER55000005,10.0
1738,WOS:A1978FU48600011,10.0
1739,WOS:A1978GB93100005,10.0
1740,WOS:A1978ES45401792,10.0
1741,WOS:A1978ER59001202,10.0
1742,WOS:A1978FL56800022,10.0
1743,WOS:A1978EU16700060,10.0
1744,WOS:A1978FR42700020,10.0
1745,WOS:A1978FG09000019,10.0
1746,WOS:A1978FG92300128,10.0
1747,WOS:A1978FA22200016,10.0
1748,WOS:A1978EU89401897,10.0
1749,WOS:A1978FR59400004,10.0
1750,WOS:A1978EX18301508,10.0
1751,WOS:A1978FC32000018,10.0
1752,WOS:A1978EP04700148,10.0
1753,WOS:A1978FZ58800029,10.0
1754,WOS:A1978EW09800009,10.0
1755,WOS:A1978FA22200019,10.0
1756,WOS:A1978EU89401318,10.0
1757,WOS:A1978FB48400020,10.0
1758,WOS:A1978FQ19800031,10.0
1759,WOS:A1978EZ13700056,10.0
1760,WOS:A1978EX18302357,10.0
1761,WOS:A1978EP04700400,10.0
1762,WOS:A1978EY72300039,10.0
1763,WOS:A1978FS92400024,10.0
1764,WOS:A1978FQ78300003,10.0
1765,WOS:A1978EU80700006,10.0
1766,WOS:A1978FV45401332,10.0
1767,WOS:A1978EX54000038,10.0
1768,WOS:A1978ES45403545,10.0
1769,WOS:A1978FV31800015,10.0
1770,WOS:A1978EN04000008,9.925
1771,WOS:A1978EK63700006,9.916666666666666
1772,WOS:A1978EV35000001,9.909090909090908
1773,WOS:A1978FU61400047,9.9
1774,WOS:A1978EM12800081,9.88888888888889
1775,WOS:A1978EM73900001,9.875
1776,WOS:A1978EM59300010,9.875
1777,WOS:A1978EG45500133,9.857142857142858
1778,WOS:A1978EH33200030,9.857142857142858
1779,WOS:A1978FH78000011,9.833333333333334
1780,WOS:A1978EG12900020,9.833333333333334
1781,WOS:A1978FL02000051,9.833333333333334
1782,WOS:A1978EY97900006,9.833333333333334
1783,WOS:A1978EN96600002,9.818181818181818
1784,WOS:A1978FP51600007,9.8
1785,WOS:A1978FQ52800072,9.8
1786,WOS:A1978FU93300027,9.8
1787,WOS:A1978FB92500001,9.782608695652174
1788,WOS:A1978EU20600001,9.78125
1789,WOS:A1978FV17100003,9.75
1790,WOS:A1978EU89401703,9.75
1791,WOS:A1978FB79300039,9.75
1792,WOS:A1978ES78900069,9.75
1793,WOS:A1978EY06400007,9.75
1794,WOS:A1978FK50800002,9.75
1795,WOS:A1978ER10500965,9.75
1796,WOS:A1978FQ35200019,9.75
1797,WOS:A1978EZ53400018,9.75
1798,WOS:A1978EM43200017,9.75
1799,WOS:A1978EM08300028,9.75
1800,WOS:A1978FA97200018,9.727272727272727
1801,WOS:A1978FX85700020,9.722222222222221
1802,WOS:A1978EY41000039,9.714285714285714
1803,WOS:A1978EM83600016,9.705882352941176
1804,WOS:A1978FE24300023,9.696969696969697
1805,WOS:A1978EV26700019,9.666666666666666
1806,WOS:A1978FE17700043,9.666666666666666
1807,WOS:A1978EK02900031,9.666666666666666
1808,WOS:A1978FD68100006,9.666666666666666
1809,WOS:A1978FU05200052,9.666666666666666
1810,WOS:A1978FH37400024,9.666666666666666
1811,WOS:A1978FV54600642,9.666666666666666
1812,WOS:A1978ER59001681,9.666666666666666
1813,WOS:A1978EG81500233,9.666666666666666
1814,WOS:A1978ES99200021,9.666666666666666
1815,WOS:A1978EZ13700478,9.666666666666666
1816,WOS:A1978FM05100015,9.666666666666666
1817,WOS:A1978EX82300091,9.666666666666666
1818,WOS:A1978EJ51800010,9.666666666666666
1819,WOS:A1978ES45400148,9.666666666666666
1820,WOS:A1978EQ58300021,9.666666666666666
1821,WOS:A1978GE43500044,9.666666666666666
1822,WOS:A1978EV95400020,9.666666666666666
1823,WOS:A1978EH74100005,9.666666666666666
1824,WOS:A1978EP04701067,9.636363636363637
1825,WOS:A1978FM37500017,9.625
1826,WOS:A1978EK16700010,9.608695652173912
1827,WOS:A1978EG81500204,9.6
1828,WOS:A1978EL81600033,9.6
1829,WOS:A1978EY72200013,9.6
1830,WOS:A1978FW03500007,9.6
1831,WOS:A1978FB94300060,9.59375
1832,WOS:A1978ER60500029,9.590909090909092
1833,WOS:A1978ES56200004,9.575757575757576
1834,WOS:A1978EJ93200005,9.5625
1835,WOS:A1978GB77300029,9.555555555555555
1836,WOS:A1978EU20600002,9.555555555555555
1837,WOS:A1978ES89400002,9.555555555555555
1838,WOS:A1978EG94300006,9.545454545454545
1839,WOS:A1978FR17000002,9.521739130434783
1840,WOS:A1978FF16800006,9.5
1841,WOS:A1978EX06000001,9.5
1842,WOS:A1978FS22200525,9.5
1843,WOS:A1978EN15100021,9.5
1844,WOS:A1978EN68600019,9.5
1845,WOS:A1978EU61400027,9.5
1846,WOS:A1978EK51400004,9.5
1847,WOS:A1978EY53700002,9.5
1848,WOS:A1978ER50300057,9.5
1849,WOS:A1978ES45401757,9.5
1850,WOS:A1978EL33300006,9.5
1851,WOS:A1978ES45400254,9.5
1852,WOS:A1978EX82300098,9.5
1853,WOS:A1978EM01600031,9.5
1854,WOS:A1978FD39800006,9.5
1855,WOS:A1978FQ79300015,9.5
1856,WOS:A1978EM77600002,9.5
1857,WOS:A1978EM62200016,9.5
1858,WOS:A1978EZ13700612,9.5
1859,WOS:A1978EX82300089,9.5
1860,WOS:A1978EU89401674,9.5
1861,WOS:A1978ER59000808,9.5
1862,WOS:A1978EU18400033,9.5
1863,WOS:A1978EQ22700002,9.5
1864,WOS:A1978ER59001522,9.5
1865,WOS:000209421700105,9.5
1866,WOS:A1978GB81000013,9.5
1867,WOS:A1978FT86900042,9.5
1868,WOS:A1978ER10500858,9.5
1869,WOS:A1978EJ99000009,9.5
1870,WOS:A1978EU89400668,9.5
1871,WOS:A1978FT55300016,9.5
1872,WOS:A1978EX18301089,9.5
1873,WOS:A1978ER31400003,9.5
1874,WOS:A1978EL47400010,9.5
1875,WOS:A1978EU57400004,9.5
1876,WOS:A1978EV99400019,9.5
1877,WOS:A1978EM77600012,9.5
1878,WOS:A1978FM51000008,9.5
1879,WOS:A1978GE75200017,9.5
1880,WOS:A1978EW36200042,9.5
1881,WOS:A1978ER59000302,9.5
1882,WOS:A1978FP26000007,9.5
1883,WOS:A1978FN67200023,9.5
1884,WOS:A1978EZ05800021,9.5
1885,WOS:A1978FA09000064,9.470588235294118
1886,WOS:A1978ER59000408,9.454545454545455
1887,WOS:A1978FE24300002,9.444444444444445
1888,WOS:A1978ES45400119,9.428571428571429
1889,WOS:A1978EL18500088,9.428571428571429
1890,WOS:A1978FL46900021,9.428571428571429
1891,WOS:A1978EH97400007,9.416666666666666
1892,WOS:A1978ES98400001,9.4
1893,WOS:A1978EF87900013,9.4
1894,WOS:A1978ER46100067,9.4
1895,WOS:A1978EZ06300096,9.4
1896,WOS:A1978FX79800071,9.4
1897,WOS:A1978EG54000006,9.4
1898,WOS:A1978FF05900020,9.382352941176471
1899,WOS:A1978EZ89600012,9.375
1900,WOS:A1978EG16100023,9.375
1901,WOS:A1978EJ85000004,9.375
1902,WOS:A1978GC25200066,9.35
1903,WOS:A1978EX18301247,9.333333333333334
1904,WOS:A1978ES45402933,9.333333333333334
1905,WOS:A1978FA75600009,9.333333333333334
1906,WOS:A1978FB45500012,9.333333333333334
1907,WOS:A1978ER59001216,9.333333333333334
1908,WOS:A1978EU33900008,9.333333333333334
1909,WOS:A1978EY12000528,9.333333333333334
1910,WOS:A1978ES45402653,9.333333333333334
1911,WOS:A1978FB74500025,9.333333333333334
1912,WOS:A1978FH36700001,9.333333333333334
1913,WOS:A1978FJ16600006,9.333333333333334
1914,WOS:A1978ES45402650,9.333333333333334
1915,WOS:A1978FB16500010,9.333333333333334
1916,WOS:A1978EK60600046,9.333333333333334
1917,WOS:A1978FK63800007,9.333333333333334
1918,WOS:A1978EP04700732,9.333333333333334
1919,WOS:A1978FH74500001,9.333333333333334
1920,WOS:A1978FV54600776,9.333333333333334
1921,WOS:A1978EN38400010,9.333333333333334
1922,WOS:A1978FC44700023,9.333333333333334
1923,WOS:A1978FE24300004,9.32394366197183
1924,WOS:A1978EG98600023,9.3125
1925,WOS:A1978ES36300002,9.302631578947368
1926,WOS:A1978EG93500011,9.285714285714286
1927,WOS:A1978FH85200008,9.285714285714286
1928,WOS:A1978FH38900012,9.285714285714286
1929,WOS:A1978FN26200082,9.266666666666667
1930,WOS:A1978FH91700002,9.25
1931,WOS:A1978FW27300009,9.25
1932,WOS:A1978EH74900006,9.25
1933,WOS:A1978FU05200008,9.25
1934,WOS:A1978FC95700019,9.25
1935,WOS:A1978EZ97400025,9.25
1936,WOS:A1978FM72500017,9.25
1937,WOS:A1978ER24100016,9.25
1938,WOS:A1978EV17800074,9.25
1939,WOS:A1978EW09400010,9.25
1940,WOS:A1978FJ07500008,9.25
1941,WOS:A1978FX40300032,9.25
1942,WOS:A1978EV24100015,9.25
1943,WOS:A1978EN23300204,9.25
1944,WOS:A1978GC25200096,9.232558139534884
1945,WOS:A1978EP04701111,9.222222222222221
1946,WOS:A1978EV35100002,9.2
1947,WOS:A1978FF67800005,9.2
1948,WOS:A1978FC15600026,9.2
1949,WOS:A1978FA09000045,9.1875
1950,WOS:A1978EW09300050,9.166666666666666
1951,WOS:A1978FE19300014,9.166666666666666
1952,WOS:A1978FA75600008,9.166666666666666
1953,WOS:A1978EX03400001,9.166666666666666
1954,WOS:A1978FF57000009,9.166666666666666
1955,WOS:A1978FL47500006,9.153846153846153
1956,WOS:A1978FW88400037,9.153846153846153
1957,WOS:A1978EU94600097,9.15
1958,WOS:A1978ES36300001,9.146341463414634
1959,WOS:A1978EJ07600012,9.142857142857142
1960,WOS:A1978EW03300009,9.133333333333333
1961,WOS:A1978EU32900016,9.125
1962,WOS:A1978FC42200005,9.117647058823529
1963,WOS:A1978FA79500006,9.090909090909092
1964,WOS:A1978EV31700042,9.090909090909092
1965,WOS:A1978FA59700001,9.083333333333334
1966,WOS:A1978EY75600007,9.083333333333334
1967,WOS:A1978FJ88100035,9.071428571428571
1968,WOS:A1978ER95700024,9.05
1969,WOS:A1978GH57800013,9.0
1970,WOS:A1978FN49400013,9.0
1971,WOS:A1978FM37500026,9.0
1972,WOS:A1978GE40500020,9.0
1973,WOS:A1978FW57800015,9.0
1974,WOS:A1978FT54600007,9.0
1975,WOS:A1978FG82100010,9.0
1976,WOS:A1978FF37600003,9.0
1977,WOS:A1978EG87700036,9.0
1978,WOS:A1978FD56900026,9.0
1979,WOS:A1978FD67000004,9.0
1980,WOS:A1978FE63600110,9.0
1981,WOS:A1978ES45402589,9.0
1982,WOS:A1978FT72900047,9.0
1983,WOS:A1978GG76100003,9.0
1984,WOS:A1978FW88900001,9.0
1985,WOS:A1978FW98700002,9.0
1986,WOS:A1978FC93500066,9.0
1987,WOS:A1978FT96600044,9.0
1988,WOS:A1978FM48800013,9.0
1989,WOS:A1978EL50400002,9.0
1990,WOS:A1978ER59001194,9.0
1991,WOS:A1978FM63100011,9.0
1992,WOS:A1978EV19300006,9.0
1993,WOS:A1978ER59000220,9.0
1994,WOS:A1978ES45403597,9.0
1995,WOS:A1978FJ23000004,9.0
1996,WOS:A1978EX18300125,9.0
1997,WOS:A1978EU73000027,9.0
1998,WOS:A1978EK68400005,9.0
1999,WOS:A1978EF87900011,9.0
2000,WOS:A1978EG81500457,9.0
2001,WOS:000208331600001,9.0
2002,WOS:A1978EN96100020,9.0
2003,WOS:A1978EN38400009,9.0
2004,WOS:A1978EE95100013,9.0
2005,WOS:A1978EJ20400027,9.0
2006,WOS:A1978FY87500038,9.0
2007,WOS:000209421700017,9.0
2008,WOS:A1978FM93300011,9.0
2009,WOS:A1978EG45500302,9.0
2010,WOS:A1978FU54000048,9.0
2011,WOS:A1978FP23100046,9.0
2012,WOS:A1978EG45500236,9.0
2013,WOS:A1978EU89400661,9.0
2014,WOS:A1978EL18500298,9.0
2015,WOS:A1978FH51700635,9.0
2016,WOS:A1978FQ89200005,9.0
2017,WOS:A1978ER10501082,9.0
2018,WOS:A1978FT96600047,9.0
2019,WOS:A1978FC56900014,9.0
2020,WOS:A1978EU89400429,9.0
2021,WOS:A1978EZ47900006,9.0
2022,WOS:A1978FW96100006,9.0
2023,WOS:A1978FJ50500005,9.0
2024,WOS:A1978EG16100053,9.0
2025,WOS:A1978ER31500003,9.0
2026,WOS:A1978EL57000058,9.0
2027,WOS:A1978FB94300048,9.0
2028,WOS:A1978EL18500143,9.0
2029,WOS:A1978FP47000010,9.0
2030,WOS:A1978EL18500283,9.0
2031,WOS:A1978FL62000013,9.0
2032,WOS:A1978EP90300176,9.0
2033,WOS:A1978FG39600025,9.0
2034,WOS:A1978GF35400001,9.0
2035,WOS:A1978FR51900992,9.0
2036,WOS:A1978FY80200007,9.0
2037,WOS:A1978EU89400835,9.0
2038,WOS:A1978FY24200003,9.0
2039,WOS:A1978FA87400013,9.0
2040,WOS:A1978FX42100007,9.0
2041,WOS:A1978EP04700567,9.0
2042,WOS:A1978FY50600009,9.0
2043,WOS:A1978EL18500123,9.0
2044,WOS:A1978ET15700038,9.0
2045,WOS:A1978EK22300014,9.0
2046,WOS:A1978EH46700002,9.0
2047,WOS:A1978EQ31000018,9.0
2048,WOS:A1978GB76100008,9.0
2049,WOS:A1978EX82300342,9.0
2050,WOS:A1978FP09600612,9.0
2051,WOS:A1978FC81100011,9.0
2052,WOS:A1978EK16700002,9.0
2053,WOS:A1978EN22300008,9.0
2054,WOS:A1978EX18300607,9.0
2055,WOS:A1978FM76100063,9.0
2056,WOS:A1978FA80200031,9.0
2057,WOS:A1978EU89400829,9.0
2058,WOS:A1978FT88200022,9.0
2059,WOS:A1978EY95600005,9.0
2060,WOS:A1978EY12000626,9.0
2061,WOS:A1978EL76200010,9.0
2062,WOS:A1978ET38000067,9.0
2063,WOS:A1978FV24700016,9.0
2064,WOS:A1978FK69700001,9.0
2065,WOS:A1978FN87300002,9.0
2066,WOS:A1978ET65400002,9.0
2067,WOS:A1978EV29800001,9.0
2068,WOS:A1978ES38400050,9.0
2069,WOS:A1978EL18500270,9.0
2070,WOS:A1978FM37500015,9.0
2071,WOS:A1978EV80400007,9.0
2072,WOS:A1978EZ47300035,9.0
2073,WOS:A1978FZ58500048,9.0
2074,WOS:A1978EX18300329,9.0
2075,WOS:A1978EU89401331,9.0
2076,WOS:A1978FP99600035,9.0
2077,WOS:A1978ES45403656,9.0
2078,WOS:A1978EJ33900020,9.0
2079,WOS:A1978GA74400165,9.0
2080,WOS:A1978FX94100013,9.0
2081,WOS:A1978FS96800501,9.0
2082,WOS:A1978FJ87100075,9.0
2083,WOS:A1978EN23300162,9.0
2084,WOS:A1978EJ87600010,9.0
2085,WOS:A1978EL18500134,9.0
2086,WOS:A1978GE51900038,9.0
2087,WOS:A1978FC59100038,9.0
2088,WOS:A1978ET45300815,9.0
2089,WOS:A1978EJ17900008,9.0
2090,WOS:A1978EV23600010,9.0
2091,WOS:A1978EG81500076,9.0
2092,WOS:A1978EX18302139,9.0
2093,WOS:A1978FV57600049,9.0
2094,WOS:A1978FY06600009,9.0
2095,WOS:A1978ES78300017,9.0
2096,WOS:A1978ES45403197,9.0
2097,WOS:A1978ES45402839,9.0
2098,WOS:A1978EX18301972,9.0
2099,WOS:A1978FB78900010,9.0
2100,WOS:A1978ER10500161,9.0
2101,WOS:A1978EV41100012,9.0
2102,WOS:A1978EX18301144,9.0
2103,WOS:A1978FD60200021,9.0
2104,WOS:A1978GC33100002,9.0
2105,WOS:A1978FM10700016,9.0
2106,WOS:A1978EZ72900157,9.0
2107,WOS:A1978ET45300138,9.0
2108,WOS:A1978EZ13700065,9.0
2109,WOS:A1978EJ86600018,9.0
2110,WOS:A1978EJ33500021,9.0
2111,WOS:A1978ER10500289,9.0
2112,WOS:A1978EY76100010,9.0
2113,WOS:A1978EZ08600003,9.0
